id,count,genre,text,answers,noskip
18644,717,lifestyle,Does your ideal schedule involve staying up very late at night and sleeping during the day?,"['Yes', 'No']",0
74381,713,ethics,Do you consider the act of leaving cigarette butts on the ground to be littering?,"['Yes', 'No']",0
1309,712,lifestyle,What size party would you prefer to attend?,"['Just a few close friends.', '5-20 people.', '20-100 people.', 'More than 100 people.']",0
17808,712,sex,Would you date someone purely on the fact that they were well endowed?,"['Yes', 'No', ""Depends on how 'well' we are talking!""]",0
29055,711,dating,How do you feel about living with a significant other before marriage?,"['Nothing wrong with that.', 'Maybe, depending on the situation.', ""I'm against that."", ""I'm not sure.""]",0
462241,711,ethics,How do you feel about laws which block transgender individuals from using public bathrooms that match their gender identity?,"[""They're discriminatory "", ""They're necessary""]",0
56145,710,other,How do you generally feel about people who tend to hug others whom they've just met?,"['More positive than negative.', 'More negative than positive.', 'Indifferent.']",0
464811,710,other,Marvel or DC?,"['Marvel, for sure ', 'DC, all the way', 'They’re both great', 'What’s the difference?']",1
2359220855,706,dating,Exchanging memes?,"['Sure!', 'Nope']",1
23527,703,other,What type of humor do you enjoy most?,"['Ribald, crude, debasing', 'Witty, tongue-in-cheek', 'Slapstick, physical, farce', 'Sarcastic']",0
462428,702,lifestyle,Is it easier for you to talk to people online or in person?,"['Online', 'In person']",0
45645,702,sex,Have you ever faked an orgasm during sex?,"['Yes', 'No']",0
17582,700,other,How are your teeth?,"['Perfect', 'Okay', 'Kinda Scraggly', 'Fucked Up']",0
49094,699,other,"When it comes to art, do you prefer works that are abstract or representational?","['Abstract.', 'Representational.', 'I like both kinds equally.', ""I'm not a big fan of art.""]",0
462489,699,lifestyle,Do you still order off the kids menu?,"['Yes, let me live', 'Once in a while', 'No, I am an adult']",1
462307,698,lifestyle,Which is more important right now?,"['Advancing in my career', 'Finding a relationship']",1
63,698,lifestyle,Which word describes you better?,"['Private', 'Social']",0
161,696,lifestyle,Would you rather have more money or more freedom?,"['More money', 'More freedom']",0
24,696,sex,Is it wrong to watch pornographic films if you're in a relationship?,"['Yes', 'No']",0
23954,695,lifestyle,Do you ever feel the need to get really drunk?,"['Often', 'Sometimes', 'Rarely', 'Never']",0
365,694,lifestyle,"How much would you enjoy hosting a big, crazy party?","['A lot', 'Not that much', 'Not at all']",0
42120,693,lifestyle,"Are you a 'double dipper'?  In other words, do you ever take a bite of food and then dip it back into a shared sauce or dip?","['Yes, I double dip indiscriminately.', 'Yes, but only with family or close friends.', 'Yes, but only with a partner.', 'No, never.']",0
508,693,dating,Do you like holding hands?,"['Yes', 'No']",0
1035454934,692,lifestyle,What is your quarantine personality?,"['Chef', 'Virtual socialite', 'Obsessive cleaner', 'Workaholic']",1
86515,691,lifestyle,Do you enjoy conversation during breakfast?,"['Yes.', 'No.', 'Sometimes.']",0
13100,691,lifestyle,Are you annoyed by tardiness?,"['Yes', 'No', ""I'm the one who's always running late.""]",0
605,690,dating,"Would you date someone who was looking for true love - but no sex, at all, ever?","['Yes', 'No']",0
1923894031,689,lifestyle,Do you put ice in your wine?,"['Yes, I have', 'Nope!']",1
344183,688,lifestyle,Are you friends with mostly men or mostly women?,"['Mostly men', 'Mostly women', ""It's pretty mixed""]",0
1353487189,686,dating,What's the best part of virtual dating?,"['I can wear whatever I want', ""It's less pressure than an in-person date"", 'I get to know the person better this way']",1
1435,686,sex,Do you consider yourself sexually open minded?,"['Yes', 'No']",0
28386,685,dating,"Someone you are interested in sometimes becomes very emotional over forms of art (movies, music, poetry.) How does this make you feel?","['They are a sissy', ""It's cool / ok"", 'I am the same way']",0
464561,685,dating,Swipe culture in dating apps?,"['Makes dating easy', ""I don't love it but I tolerate it"", 'I dislike it']",1
23233,685,dating,Do you have time for a committed relationship in your life at this point?,"['Yes, absolutely', 'Probably not', 'No']",0
22534,683,dating,Would you ideally like to be married within the next 3 years?,"['Yes', 'No', 'Possibly', ""I'm already married""]",0
57101,683,lifestyle,Which of the following do you find to be the most liberating?,"['Travel.', 'Financial independence.', 'Art.', 'Sexuality.']",0
26720,682,lifestyle,How much do you spend per year for shoes?,"['Less than $100', '$101 – $500', '$501 – $1000', 'More than a $1000']",1
268,680,lifestyle,Do you enjoy fantasy books or movies? (e.g. The Lord of the Rings),"['Yes', 'No']",0
63068,679,religion,Approximately how many hours per week do you dedicate to spiritual activity?,"['Zero.', 'One hour or less.', 'One to four hours.', 'More than four hours.']",0
19145,678,dating,Men/women who are tall and lanky:,"['Love it!', 'Hate it!', ""Don't particularly care""]",0
1274,678,sex,"A few long, slow, deep kisses or lots of sweet little kisses?","['Long, slow', 'Sweet Little', 'Ugh! Kissing!']",0
41242,676,dating,Your significant other is traveling and has the opportunity to stay with a good friend that you know they find to be very attractive.  What's your stance on the situation?,"['It would be totally unacceptable.', ""It might be ok, but I'd want to discuss it first."", ""It's fine - I don't see any problem."", ""It sounds sexy - Hopefully they'll hook up.""]",0
23507,675,lifestyle,"Could you date someone who never, ever, threw anything away?","['Yes', 'No', ""I don't know""]",0
72318,675,sex,"Would you consider inviting someone to bed with you for clearly-stated non-sexual purposes (e.g., cuddle and sleep only) on a first date?","['Yes', 'No']",0
352,674,dating,Would you rather date someone extremely hot or extremely honest?,"['Extremely hot', 'Extremely honest']",0
3944514470,671,lifestyle,Do you like going to brunch?,"['Yes!', 'Not really']",1
49920,671,lifestyle,How spicy do you like your spicy food?,"['I like it extremely spicy.', 'I like it hot.', 'I like it a little spicy.', 'I prefer it be mild.']",0
18555,670,ethics,Have you ever felt so strongly about a social issue or cause that you have participated in a public demonstration?,"['Yes', 'No', 'Politics bore me']",0
1604271473,669,other,Are tacos on your top 5 favorite food list?,"['Yes', 'No']",1
17778,668,lifestyle,Are you a beer snob?,"['Yes', 'No', ""Not usually, but some beers I won't touch."", ""I don't drink.""]",0
232388,668,dating,Have you stayed friends with most of your ex-boyfriends/ex-girlfriends?,"[""I'm friends with all/most of them."", ""I'm friends with a few of them."", ""I'm not friends with any of them."", ""I don't have any ex-boyfriends/ex-girlfriends.""]",0
6542,667,religion,"Do you believe in the term ""meant to be""? As in fate or destiny with another person?","['Yes', 'No']",0
3116751615,663,lifestyle,Should you and your significant other be watching the same TV shows?,"['Yes, it’s a fun way to spend time together', 'No, it’s not that important to me']",1
54354,663,sex,Which of the following senses do you find sexiest?,"['Sight.', 'Smell or taste.', 'Hearing.', 'Touch.']",0
44540,662,dating,"If you were in a serious relationship, would you mind if your significant other maintained an active profile on OkCupid?","['Yes - I would mind this.', 'No - This would not bother me.']",0
7273,661,sex,Were you in love with the first person you ever slept with?,"['Yes', 'No', ""I'm a virgin""]",0
2268299207,660,lifestyle,Do you practice self-care?,"['Yes, regularly', 'Yes, sometimes', 'No, but I want to', 'No']",1
15182,659,other,Which is worse?,"['Someone who is always happy', 'Someone who is always sad']",0
15701,659,sex,Someone has deep feelings for you. Might you abuse this love purely for sex?,"['Yes', 'No']",0
12625,658,other,Half of all the people in a group are thieves and half of all people are murderers. Does it follow logically that all people in this group are criminals?,"['Yes', 'No']",0
23618,657,lifestyle,How important is it to you to have your own unique thing (like a weekly girls’ night or guys’ night) that you don’t share with your partner?,"['Very - I need some me time to be happy', 'Sort of - I need friends outside of my partner', 'Not much - I like sharing stuff with my partner', ""I'd prefer not to have exclusive things""]",0
334,655,lifestyle,Do you usually wear cologne or perfume?,"['Yes', 'No']",0
85879,654,ethics,"If you could have one of the following psychic powers, which would you choose:","['Telepathy (thought-reading).', 'Telekinesis (move objects without touching them).', 'Precognition (predict the future).', ""Mind Control (control other people's minds).""]",0
25768,651,dating,Would you ever correct your partner for seriously misusing or mispronouncing a word?,"['Yes', 'No']",0
201,650,ethics,"Suppose you're driving, and you hit an animal. You don't know how badly it's hurt. Do you:","['stop and look', 'keep going']",0
59442,649,lifestyle,"When you are alone, how often do your own actions make you laugh?","['Frequently.', 'Occasionally.', 'Rarely.', 'Never.']",0
9401,649,dating,How much does the sound of a person's voice affect their attractiveness to you?,"['A lot', 'A little', 'Not at all']",0
462273,648,other,Do you have student debt?,"[""Yes, I'll be paying it off until I die"", ""Yes, but it's manageable"", 'No, I paid it off', 'No, I never had it']",1
461422,648,other,Would you buy your partner perfume or cologne as a gift?,"['Yes, a scent I love.', 'Yes, a scent that they love.', ""No, I wouldn't give it as a gift.""]",0
19695,648,lifestyle,"In general, are you a competitive person?","['Very often', 'Sometimes / rarely', 'Never / not really']",0
91,646,lifestyle,"Honestly, which do you do more of?","['Watch television', 'Read']",0
58763,645,lifestyle,Do you enjoy riding roller coasters?,"['Yes.', 'No.', ""I've never ridden a roller coaster before!""]",0
1287,645,other,Have you experienced mental illness?,"['Yes - severely', 'Yes - low grade', 'No', ""I'm not sure""]",0
23733,645,sex,Have you ever been to a sex shop?,"['Yes', 'No']",0
76533,641,ethics,Would you buy cigarettes for a fifteen year old who asked you to?,"['Yes', 'No']",0
35281,641,other,Who are you more worried about disappointing?,"['God', 'My family or friends', 'Myself', ""I don't worry about such things""]",0
15063,641,dating,Would you be willing to date someone with Attention Deficit Disorder?,"['Yes', 'No', ""I don't know""]",0
24496,640,lifestyle,"When a dog licks your face, what is your reaction?","['Ugh. Nasty.', 'Awww, how cute!', ""I'm Not Sure""]",0
28478,640,lifestyle,"If a blind date used a coupon while paying for dinner, how would you feel?","[""Negative. That's tacky/cheap."", 'Positive. Very sensible.', ""I don't care either way.""]",1
72735,639,sex,Imagine you are on a first date and accidentally discover your date is packing condoms.  Which would be closest to your reaction?,"[""I'd tease them about it."", ""I'd acknowledge it, but politely."", ""I'd pretend I didn't see it."", ""I'd end the date.""]",0
50352,639,lifestyle,"If you were going away for two weeks, how far in advance would you start packing?","['I would pack at least two days before I leave.', 'I would pack on the day before I leave.', 'I would pack on the same day I leave.', 'I would not pack at all.']",0
35894,639,sex,Does showering or bathing with your partner appeal to you?,"['Yes', 'No', 'Only bathing', 'Only showering']",0
464738,638,ethics,Do you have faith in humanity?,"['Yes', 'No']",0
83910,638,lifestyle,"Do wild places such as mountains, rivers and forests call out to you?","['Yes', 'No']",0
57847,638,sex,Do you kiss with your eyes open or closed?,"['Open.', 'Closed.', 'It depends.']",0
7239,637,other,What is the worst personality trait someone can have?,"['Arrogance', 'Being boring', 'Immaturity', 'No sense of humor']",0
913,637,lifestyle,Would you rather have your dream job or your soul mate for the rest of your life?,"['Dream Job', 'Soul Mate']",0
215,636,lifestyle,Which would you rather master?,"['art', 'science']",0
35971,635,lifestyle,Do you have conversations with your pets?,"['Yes.', 'No.', ""I don't have any pets.""]",0
86049,635,other,How easily are you offended?,"['Very easily.', 'Somewhat easily.', 'Not very easily.']",0
8142,634,ethics,Do you think it's okay for males to wear makeup?,"['Yes', 'No']",0
22683,634,lifestyle,Can you sleep in the same room as someone who snores?,"['Yes', 'No']",0
462267,634,dating,Do you ever ghost someone (cut off contact without warning) after meeting in person?,"['No, never', 'Sometimes I might', ""Yes, it's just easier""]",1
40319,633,lifestyle,Could you easily obtain illegal drugs through your social network?,"['Yes.', 'No.', 'Only marijuana.']",0
52789,632,religion,Which of the following do you consider to be the best explanation for the existence of human life on Earth?,"['Humans evolved from other species.', 'Humans were created by a higher power.', 'Humans were brought to Earth from the stars.', ""I'm not sure.""]",0
59755,632,sex,Do you like to listen to music while having sex?,"['Yes.', 'No.', 'Sometimes.', ""I'm not sure.""]",0
6413,631,sex,Would you have sex with someone you hated?,"['Yes', 'No']",0
49175,631,lifestyle,"On average, how many fast food meals do you eat in a week.","['1 or less.', '2-4.', '6-9.', '10 or more.']",0
477,631,other,Which is longer?,"['A mile', 'A kilometer', ""I don't know!""]",1
9514,631,dating,Which is more desirable in a mate? Someone who:,"['Rarely makes mistakes- never apologizes when wrong', 'Makes mistakes often but always admits faults']",0
86750,630,lifestyle,What kind of rides do you like at amusement parks?,"['The biggest or most thrilling ones.', 'The more laid back, smaller, or classic rides.', 'I like them all, big and small.', ""I wouldn't bother to do the rides.""]",0
4346,630,lifestyle,Trying anything at least once is..,"['A good idea.', 'Not for me.']",0
82128,628,dating,"In general, how relaxed are you on a first date?","['First dates make me nervous.', 'Maybe a few butterflies.', 'No worries.']",0
70586,627,lifestyle,Would you ever use paper plates just to avoid doing dishes?,"['Yes', 'No']",0
1671603823,625,ethics,Are you registered to vote?,"['Yes', 'No']",1
467,624,sex,Do you imagine you're louder than average (for someone your gender) during sex?,"[""Yes, I'm louder"", 'No']",0
58829,624,sex,"When it comes to your pubic hair, do you make a regular effort to maintain its appearance (or lack thereof)?","['Yes', 'No']",0
19446,623,sex,"Have you ever made a booty call (invited over or visited someone you were not actively in a relationship with, just for sexual activity)?","['Yes, and I still do.', ""Yes, I have done it, but don't any more."", 'No, and I never will.', 'No, but I suppose I might.']",0
38578,622,sex,"If you had to choose one of the following, which best describes the role of sex in your life?","['Sex is one of my favorite activities.', 'Sex is something I enjoy on occasion.', 'Sex is for procreation.', 'Sex is a means to getting things that I want.']",0
20011,622,other,Do you generally smile at little kids who cross your path?,"['Yes', 'No', 'Only if no one is looking']",0
47589,622,ethics,You witness your next door neighbors discreetly smoking marijuana on their own property.  How do you respond?,"['I call the police immediately.', ""I warn them that next time I'll call the police."", 'I ask them if I can join in.', ""I don't. I'm as friendly (or not) as always.""]",0
50006,621,lifestyle,"Overall, do you think that what you do (or plan to do) for a living makes the world a better or worse place?","['Better.', 'Worse.', 'No impact.', 'I neither work nor plan to.']",0
15634,621,other,Do you like to be the center of attention?,"['Yes, always', 'Yes, sometimes', 'Not really, no']",0
35347,619,dating,When would you prefer to spend time with a significant other?,"['Day.', 'Night.', 'It makes no difference.']",0
60,619,other,Which describes you better?,"['Warm-hearted', 'Cool-headed']",0
464750,619,other,Would you choose to use your vacation time to go on a cruise?,"['Yes', 'No']",0
49093,619,other,Wearing socks with sandals is:,"['Perfectly fine.', 'Utterly wrong.', 'Okay sometimes.', 'Not a subject I have an opinion on.']",0
50178,618,sex,Do you enjoy it when someone uses refrigerated items or ice cubes on you during sex?,"['Yes.', 'No.', ""I don't know.""]",0
3288160855,618,ethics,Is it OK to silently support racial equality?,"['Yes, it’s your choice', 'No, it’s important to make your voice heard']",1
246,618,other,Which describes you better?,"['Confrontational', 'Non-confrontational']",0
68746,612,other,"If someone identifies as a feminist, does that raise or lower your opinion of them?","['It raises my opinion.', 'It lowers my opinion.', 'It has no effect on my opinion.']",0
29815,612,lifestyle,What do you think of reality television?,"['I love it!', ""It's alright."", 'I dislike it.', 'I have no opinion on reality television']",0
462314,611,other,Is the US educational system designed to benefit the rich?,"['Yes', 'No']",1
536,611,other,Which is worse: being too much of a dreamer or too cynical?,"['too much of a dreamer', 'too cynical']",0
462418,611,lifestyle,Cilantro?,"['Yes, please', 'No, thank you']",0
66165,609,lifestyle,"If you had to live through an entire year of either darkness or daylight, which would you chose?","['Darkness.', 'Daylight.']",0
20662,608,sex,"Could you date someone who loved you with all their heart, and whom you liked a lot, but who was terrible in bed?","['Yes', 'No', ""I'm Not Sure""]",0
462330,607,lifestyle,Do you hope to move around a lot?,"[""Yes, I'd like to live in many places"", ""No, I'm ready to put down roots"", 'I might move once or twice']",1
6238,604,other,Do you laugh when somebody trips and falls?,"['Yes, almost always', 'No, almost never', 'Occasionally']",0
15878,604,ethics,Is anything in life more important than your own self-interest?,"['Yes', 'No']",0
15550,603,dating,What is too big of an age gap between you and a partner?,"['5 years', '10 years', '15 years', 'Age is just a number']",0
1263,602,sex,Do you need to know about your partner's previous sexual exploits?,"['Yes, because it reflects on them as a person.', 'No, the past is the past.']",0
17570,601,lifestyle,"In a certain light, couldn't being homeless be exciting?","['Yes', 'No']",0
20838,598,lifestyle,My hair is usually...,"['Very well groomed.', 'Given a good combing.', 'Intentionally unruly or unkempt.', 'Left untouched.']",0
129,598,lifestyle,"Do you have any ""extreme"" piercings (this includes anything other than ears, nose, or navel)?","['Yes', 'No']",0
43509,598,religion,Do you believe in reincarnation?,"['Yes', 'No']",0
83547,597,lifestyle,How important is it to you that a potential partner continues to educate himself/herself as an adult?,"['Very important.', 'Somewhat important.', 'Not at all important.', 'Actually, this would be a turn-off.']",0
19652,597,lifestyle,How long does it take you to get ready in the morning?,"[""I'm ready when I wake up"", 'Less than 1 hour', '1 - 2 hours', '2 hours or more']",0
6888,596,lifestyle,Are you fascinated with all things dark and macabre?,"['Yes', 'No', 'I used to be']",0
326,596,dating,Should your mate also become your best friend?,"['Yes', 'No']",0
344186,595,ethics,How into gay politics are you?,"['Very', 'Somewhat', 'Not at all']",0
1432772,595,ethics,Do you consider it cheating to hook up with the opposite sex?,"['Yes', 'Depends on the situation', 'No']",1
37695,595,lifestyle,"Not including Halloween, do you enjoy dressing up in costumes?","['Yes - Every chance I get.', 'Yes - On occasion.', 'I think that I might, but I do not.', 'No.']",0
42010,595,other,"Do you make any special efforts to support small, independent businesses instead of the big chains?","['Yes, I support the little guys whenever I can.', 'No, I prefer dealing with big business chains.', 'I support whoever has superior products/services.', 'This does not concern me at all.']",0
21086,594,other,"Those ___ want ___ go, ___.","['two, to, too', 'to, to, to', 'too, two, to', 'two, too, too']",0
77456,594,lifestyle,"If all of the professional sports leagues in the world ceased to exist, would you be upset?","['Yes', 'No']",0
3034035488,594,lifestyle,Do you make New Year’s resolutions?,"['Yes, and I keep them', 'Yes, but they’re out the window by February', 'No']",1
23779,594,other,How often are you influenced by peer pressure?,"['Often', 'Rarely', 'Sometimes']",0
93,594,lifestyle,"Generally, in life, what makes you happier?","['Quality', 'Variety']",0
37151,593,other,"Before people find out your real age, what do they usually assume?  
","[""That I'm younger than I really am."", ""That I'm older than I really am."", 'They are usually very close.', ""I haven't noticed a pattern.""]",0
6850,593,lifestyle,You are offered a choice of free training in Martial Arts or Cooking.  Which do you take?,"['Martial Arts', 'Cooking']",0
18538,592,lifestyle,"Did you ever have a ""goth"" phase?","['No.', ""Yes, and I'm a little embarassed about it."", ""Yes, and I'm proud of it."", ""It wasn't a 'phase'!""]",0
41113,592,other,Do you ever intentionally try to make people angry just to see how they react?,"['Yes', 'No']",0
19567,591,lifestyle,How many hours of television do you watch per week?,"['None', '1-7', '8-20', 'My brain is fried']",0
61823,591,sex,"As long as you both agreed that nobody else would ever see the video, would you let a partner film the two of you having sex?","['Yes.', 'No.', 'Maybe, depending upon the partner.']",0
85572,590,lifestyle,Do you like jazz?,"[""Yes, in fact it's my favorite."", 'Yes, but I like other music as well or more.', ""It's okay, but I'm really not that into it."", 'No, not at all.']",0
37893,590,lifestyle,"When playing games with friends, which is more important to you?","['Winning.', 'Having fun.', 'Neither, I do not play games with my friends.', ""I don't have any friends.""]",0
45553,590,dating,What is your opinion on freckles?,"['They turn me on. The more the merrier!', 'They turn me off. Give me flawless skin, please.', 'I could take them or leave them.', 'A light dusting can be cute.']",0
250,589,lifestyle,Do you like being in a car with someone else who's driving extremely fast?,"['Yes', 'No']",0
35435,588,sex,"Would you ever be willing to skip out on responsibilities (such as work, school, or such) to stay at home and have sex with someone?","['Yes.  Sex always comes first.', 'Yes.  Occasionally.', 'No.  Never.']",0
1572,588,sex,Would you shave something you usually don't because your partner asked you to?,"['Yes', 'No']",0
63165,586,sex,"If you were performing oral sex on a partner who accidentally farted, how do you think you would react?","[""I'd laugh."", ""I'd be disgusted"", ""I'd think nothing of it."", ""Oral sex?  I don't think so.""]",0
57381,585,dating,Do you believe you have the right to forbid your significant other anything?,"['Yes', 'No']",0
4194474777,584,dating,Would you go on a virtual double date with a friend?,"['Yes, sounds fun!', 'No, one-on-one is better']",1
3728662361,584,ethics,Does the US need stricter gun control?,"['Yes', 'No']",1
8891,580,lifestyle,Do you enjoy learning about other cultures?,"['Yes', 'No']",0
66994,580,lifestyle,Do you like to burn incense in your home?,"['Yes.', 'No.', ""I've never burnt incense in my home before.""]",0
37845,578,other,Do you read the dedications and introductions when you're reading a book?,"['Yes, always or almost always', ""Occasionally, if I'm interested"", 'No, I just get right to it', ""I don't read / don't read books with intros""]",0
82778,576,dating,Which of the following broad gender descriptions are you most attracted to?,"['Femininity.', 'Masculinity.', 'Androgyny.', 'No preference.']",0
51615,576,other,How often do you tell your platonic friends that you love them?,"['Almost every time I see them.', 'Occasionally.', 'Never.']",0
61278,575,sex,How would you react if a partner bought you an outfit to be worn during sex?,"['Positively.', 'Negatively.', 'Indifferently.', 'It would depend upon the outfit.']",0
2558799798,575,sex,Do you enjoy foreplay or sex more?,"['Foreplay', 'Sex']",1
445,574,lifestyle,Which typically comes first for you?,"['Work', 'Play']",0
23338,574,dating,"Your significant other has a hobby that you find boring.  They're busy doing whatever it is they like to do, and you're bored.  What do you do?","['Go do something I like, alone', 'Sit and watch to figure out why they like it.', 'Sit and watch, resentful.', 'Bug them for attention.']",0
548,573,lifestyle,Do you like punk rock?,"['Yes', 'No', 'When I was younger']",0
327,573,sex,How does having sex with someone usually affect your emotional attachment to them?,"['I become more attached.', 'I become less attached.', ""I told you. I'm a virgin."", 'It stays about the same.']",0
81807,572,sex,"If a partner asked you to have sex in a sex shop booth with others watching, would you?","['Yes.', 'No.', 'Maybe.']",0
16345,572,other,Are you better with numbers or words?,"['Numbers', 'Words', 'Both equally']",0
2653983636,571,ethics,Could you date someone who doesn't believe in vaccinating?,"['Sure', 'Hell no']",1
59038,571,ethics,Do you believe it is important to stay informed about political issues affecting your nation?,"['Yes', 'No']",0
35959,571,sex,How much do you like to be tickled during sex?,"['Tickle me until I cry. It really turns me on.', 'I like being tickled during sex.', 'I do not like being tickled during sex.', ""I don't like to be tickled, ever.""]",0
59469,569,sex,Would you like to have someone strap on a dildo and put it inside you?,"['Yes', 'No']",0
40650,569,dating,"Do you and your ideal significant other enjoy making sarcastic jokes at each other's expense, knowing that it's all in good fun?","[""Yes! That's a personality trait we have to share"", 'Sometimes, but not too much', ""No, sarcasm doesn't belong in a love relationship"", ""I can't dish it out, but I'd take it, I guess""]",0
17768,568,sex,You are more likely to have an orgasm via,"['Intercourse', 'Oral sex', 'Masturbation', 'Sheer force of will']",0
37892,568,sex,"Imagine you are having sex with a partner, who begins to give you specific instructions on how to best provide satisfaction.  Assuming there is no danger, would you follow these instructions?","['No.  That would be the end of that encounter.', ""No.  I'd continue doing it my way."", 'Yes, but I would be offended.', ""Yes.  I'd be grateful for the communication.""]",0
1222,566,dating,"In terms of relationships, which of these is it the most important to find?","['Someone for whom you would do anything.', 'Someone who turns you on.', ""Someone you feel like you've known forever."", 'Someone with goals similar to yours.']",0
29792,566,lifestyle,Do you like wearing formal attire?,"['Yes, I love dressing up.', 'Occasionally,  when I need to.', 'No / It makes me uncomfortable.', 'No opinion/Never had to']",0
85238,565,other,How often do you find yourself becoming annoyed because other people just don't seem to understand the obvious?,"['All of the time.', 'Frequently.', 'Once in a while.', 'Never.']",0
3289734044,563,lifestyle,Would you rather use Lyft or Uber?,"['Lyft', 'Uber', 'Whichever is cheaper', 'I don’t use ridesharing ']",1
26723,562,dating,"If you really clicked with someone online and were meeting them in person, how would you greet them when you met them?","['Say hi / shake their hand', 'Give them a friendly hug', 'Give them a kiss on the cheek', 'Start making out with them almost immediately']",0
192,561,other,Do you believe in dinosaurs?,"['Yes', 'No']",0
17732,560,sex,"If a clone was made of you, would you sleep with it?","['Yes', 'No', ""I Don't Know""]",0
51998,559,ethics,"Overall, do you think feminism has had a positive or negative impact on human civilization?","['Positive.', 'Negative.', 'Neither.']",0
33043,558,lifestyle,Which do you prefer?,"['Shower', 'Bath', 'It depends']",0
49803,558,lifestyle,How often do you watch automobile racing?,"['Frequently.', 'Occasionally.', 'Never.']",0
51296,558,lifestyle,Do you feel a need to own the most up-to-date electronic gadgets?,"['Always.', 'Sometimes.', 'Never.']",0
54,556,other,"Which, on you, is closest to perfection?","['Your mind', 'Your body', 'Your wallet', 'Your soul']",1
36877,556,sex,Men who wax their chests are...,"['SEXY!', 'A little vain in my book.', 'Kinda creepy.', ""I don't care.""]",0
56699,553,dating,Is it difficult for you to fall asleep next to someone new for the first time?,"['Yes.', 'No.', 'Sometimes.', ""I'm not sure.""]",0
33949,553,lifestyle,Do you prefer to eat organic food?,"['Yes, as much as possible', ""I would, but it's too expensive"", ""Sometimes, if it's easy to get"", ""No / Don't Care""]",0
60872,551,other,What should be done with your body after you die?,"['Bury me.', 'Cremate me.', 'By all means, please find a good taxidermist.', 'Something else.']",0
71660,551,other,"If someone described themselves as 'just an average guy/gal', how would this most likely affect your opinion of them?","['Positively.', 'Negatively.', 'It would depend on other factors.']",0
19897,550,lifestyle,Do you play or have you ever played a Massive Multiplayer Online Role Playing Game?,"['I enjoy playing them', ""I'm a recovering addict - never again"", ""No, but I'd like to try one"", 'Not my type of thing / NO IDEA']",0
30957,550,dating,Do you find freckles attractive?,"['Yes', 'No', ""I'm not sure"", 'It depends']",0
160,550,lifestyle,Which is more appealing?,"['A life of leisure', 'A life of accomplishment']",0
25908,550,other,"If money were not an issue, would you have major cosmetic surgery on any part of your face or body?","['Yes', 'No']",0
55349,548,other,Have you ever thrown an object in anger during an argument?,"['Yes', 'No']",0
19482,547,sex,Teasing:,"['Fantastic, make me a sexual martyr', 'Good in moderation, only if something comes of it', 'Not so fun', 'Horrible, the work of evildoers']",0
26387,546,sex,Do you bring up STD results/risk factors before you start fooling around?,"['Not usually', 'Only when I suspect there might be risk involved', 'Not always, but I always use protection', 'Always']",0
17705,546,lifestyle,Which of these cuisines is most appealing?,"['Thai', 'Indian', 'Italian', 'Mexican']",0
6636,545,lifestyle,Would you prefer to live in an old house with character and history or a brand spanking new one?,"['Old', 'New']",0
2717,544,lifestyle,Do you have a car?,"['Yes', 'No']",0
464588,543,dating,Would you date someone still in the closet?,"['Yes', 'No', 'For a limited time']",1
3579927177,543,dating,Is a soulmate worth waiting for?,"['Yes', 'No']",1
37146,543,sex,Is there any aspect of your sexuality that you would be too embarrassed to ever share with a match?,"['Yes', 'No']",0
141,542,lifestyle,Would you be happy raising the kids while your spouse worked?,"['Yes', 'No']",0
85272,541,dating,"""I need you"" or ""I want you.""  Which would you prefer to hear a partner say?","['I need you.', 'I want you.']",0
6710,540,lifestyle,How much do you procrastinate?,"['Lots', 'Some', 'Not so much', 'Never']",0
86349,538,other,Do you find science to be interesting?,"['Yes - Hard Science (Biology, Chemistry, Physics).', 'Yes - Social Science (Psychology, Sociology).', 'Yes - Both are interesting.', 'No - None are interesting.']",0
27527,538,lifestyle,"Have you ever, when you are alone, secretly tried to move stuff with your mind?","['Yes', 'No', 'YES!  And it Worked!']",0
16915,537,dating,Would you prefer someone extremely mellow or extremely hyper?,"['Hyper', 'Mellow']",0
83677,537,dating,Have you ever led someone on romantically just for fun?,"['Yes', 'No']",0
18857,537,lifestyle,How many concerts do you attend a year?,"['8+', '4-7', '1-3', '0, typically']",0
44255,536,lifestyle,Would you consider dating a law enforcement officer?,"['Yes', 'No']",0
25063,535,other,"Do you freak out when you get a little upset? (i.e. scream, yell and cry)","['Yes', 'No', 'Only when no one is around', 'Only when someone is around']",0
459194,534,other,Do you have a favorite scent?,"[""Yes, and it doesn't change."", 'Yes, but I change it every once in awhile.', ""No, but I'm searching for one."", 'No.']",1
28777,534,lifestyle,Do you chew gum?,"['Yes', 'No']",0
18763,533,ethics,Do you consider yourself to be an honorable person?,"['Yes, I always try to do the right thing.', 'Sometimes, it depends on the situation.', 'No, not really.', 'Are you kidding? I lie, cheat , AND steal.']",0
22,532,sex,Do you read erotic fiction?,"['Yes', 'No']",0
40775,532,sex,How often are you tested for STDs?,"['Never', 'Before/After every new partner', 'Regularly', ""Only when I'm worried about specific one""]",0
19813,532,ethics,"Is it better to live by your own moral standards and allow others to live by theirs, or is it better to press your moral standards upon other people?","['Live and let live', 'Press those morals!']",0
12832,531,sex,Do you talk about your sex life with either of your parents?,"['Yes', 'No']",0
80621,531,lifestyle,How often do you smoke cigars?,"['Frequently.', 'Occasionally.', 'Never.']",1
